"","States","Date","Totalcases","Newcases","Confirmedcases","Probablecases","TotalPCR","TotalABT_p","TotalABT_s","Totaltests","Recovered","Totaldeath","Newdeath","Probabledeath","Confirmeddeath"
"8275","new-jersey",2020-07-17,176551,50,176551,NA,1768928,NA,NA,1768928,31400,15477,19,1767,13710
"8276","new-jersey",2020-07-16,176501,223,176501,NA,1759904,NA,NA,1759904,31400,15458,31,1767,13691
"8277","new-jersey",2020-07-15,176278,363,176278,NA,1742347,NA,NA,1742347,31400,15427,25,1767,13660
"8278","new-jersey",2020-07-14,175915,393,175915,NA,1721231,NA,NA,1721231,31318,15402,22,1767,13635
"8279","new-jersey",2020-07-13,175522,224,175522,NA,1700385,NA,NA,1700385,31261,15380,19,1767,13613
"8280","new-jersey",2020-07-12,175298,339,175298,NA,1685604,NA,NA,1685604,31190,15361,16,1767,13594
"8281","new-jersey",2020-07-11,174959,331,174959,NA,1661284,NA,NA,1661284,31092,15345,46,1767,13578
"8282","new-jersey",2020-07-10,174628,388,174628,NA,1623158,NA,NA,1623158,31014,15299,31,1767,13532
"8283","new-jersey",2020-07-09,174240,201,174240,NA,1599417,NA,NA,1599417,30938,15268,25,1767,13501
"8284","new-jersey",2020-07-08,174039,161,174039,NA,1577848,NA,NA,1577848,30844,15243,52,1767,13476
"8285","new-jersey",2020-07-07,173878,267,173878,NA,1560133,NA,NA,1560133,30774,15191,53,1766,13425
"8286","new-jersey",2020-07-06,173611,209,173611,NA,1549209,NA,NA,1549209,30729,15138,19,1765,13373
"8287","new-jersey",2020-07-05,173402,369,173402,NA,1534640,NA,NA,1534640,30660,15119,22,1764,13355
"8288","new-jersey",2020-07-04,173033,291,173033,NA,1508548,NA,NA,1508548,30565,15097,25,1764,13333
"8289","new-jersey",2020-07-03,172742,386,172742,NA,1485501,NA,NA,1485501,30464,15072,58,1764,13308
"8290","new-jersey",2020-07-02,172356,428,172356,NA,1463913,NA,NA,1463913,30383,15014,27,1763,13251
"8291","new-jersey",2020-07-01,171928,261,171928,NA,1442937,NA,NA,1442937,30300,14987,43,1763,13224
"8292","new-jersey",2020-06-30,171667,395,171667,NA,1422374,NA,NA,1422374,30213,14944,43,1763,13181
"8293","new-jersey",2020-06-29,171272,90,171272,NA,1403984,NA,NA,1403984,30163,14901,19,1763,13138
"8294","new-jersey",2020-06-28,171182,309,171182,NA,1387833,NA,NA,1387833,30092,14882,27,1761,13121
"8295","new-jersey",2020-06-27,170873,289,170873,NA,1367250,NA,NA,1367250,29967,14855,36,1761,13094
"8296","new-jersey",2020-06-26,170584,388,170584,NA,1346672,NA,NA,1346672,29855,14819,43,1759,13060
"8297","new-jersey",2020-06-25,170196,304,170196,NA,1320910,NA,NA,1320910,29740,14776,23,1758,13018
"8298","new-jersey",2020-06-24,169892,158,169892,NA,1299645,NA,NA,1299645,29627,14753,46,1758,12995
"8299","new-jersey",2020-06-23,169734,319,169734,NA,1283451,NA,NA,1283451,29517,14707,56,1758,12949
"8300","new-jersey",2020-06-22,169415,273,169415,NA,1267399,NA,NA,1267399,29522,14651,28,1756,12895
"8301","new-jersey",2020-06-21,169142,308,169142,NA,1244967,NA,NA,1244967,29450,14623,15,1753,12870
"8302","new-jersey",2020-06-20,168834,338,168834,NA,1218873,NA,NA,1218873,29318,14608,23,1751,12857
"8303","new-jersey",2020-06-19,168496,389,168496,NA,1194343,NA,NA,1194343,29209,14585,35,1750,12835
"8304","new-jersey",2020-06-18,168107,404,168107,NA,1171734,NA,NA,1171734,29101,14550,32,1750,12800
"8305","new-jersey",2020-06-17,167703,277,167703,NA,1147841,NA,NA,1147841,28966,14518,42,1749,12769
"8306","new-jersey",2020-06-16,167426,323,167426,NA,1131782,NA,NA,1131782,28872,14476,52,1749,12727
"8307","new-jersey",2020-06-15,167103,222,167103,NA,1116083,NA,NA,1116083,28819,14424,52,1748,12676
"8308","new-jersey",2020-06-14,166881,276,166881,NA,1097616,NA,NA,1097616,28714,14372,37,1747,12625
"8309","new-jersey",2020-06-13,166605,441,166605,NA,1078215,NA,NA,1078215,28606,14335,103,1746,12589
"8310","new-jersey",2020-06-12,166164,348,166164,NA,1055396,NA,NA,1055396,28509,14232,49,1743,12489
"8311","new-jersey",2020-06-11,165816,470,165816,NA,1030793,NA,NA,1030793,28376,14183,67,1740,12443
"8312","new-jersey",2020-06-10,165346,550,165346,NA,1008934,NA,NA,1008934,28207,14116,76,1739,12377
"8313","new-jersey",2020-06-09,164796,299,164796,NA,989497,NA,NA,989497,28036,14040,93,1737,12303
"8314","new-jersey",2020-06-08,164497,333,164497,NA,975089,NA,NA,975089,27941,13947,39,1733,12214
"8315","new-jersey",2020-06-07,164164,271,164164,NA,960425,NA,NA,960425,27824,13908,71,1732,12176
"8316","new-jersey",2020-06-06,163893,557,163893,NA,943016,NA,NA,943016,27641,13837,58,1731,12106
"8317","new-jersey",2020-06-05,163336,806,163336,NA,918891,NA,NA,918891,27433,13779,82,1730,12049
"8318","new-jersey",2020-06-04,162530,462,162530,NA,857729,NA,NA,857729,27231,13697,95,1727,11970
"8319","new-jersey",2020-06-03,162068,523,162068,NA,837420,NA,NA,837420,27008,13602,112,1722,11880
"8320","new-jersey",2020-06-02,161545,627,161545,NA,817677,NA,NA,817677,26815,13490,52,1720,11770
"8321","new-jersey",2020-06-01,160918,473,160918,NA,795600,NA,NA,795600,26703,13438,26,1717,11721
"8322","new-jersey",2020-05-31,160445,837,160445,NA,746145,NA,NA,746145,26560,13412,67,1714,11698
"8323","new-jersey",2020-05-30,159608,764,159608,NA,745308,NA,NA,745308,26301,13345,106,1711,11634
"8324","new-jersey",2020-05-29,158844,1029,158844,NA,716411,NA,NA,716411,26084,13239,135,1708,11531
"8325","new-jersey",2020-05-28,157815,1187,157815,NA,685857,NA,NA,685857,25804,13104,67,1703,11401
"8326","new-jersey",2020-05-27,156628,864,156628,NA,660325,NA,NA,660325,25552,13037,151,1698,11339
"8327","new-jersey",2020-05-26,155764,672,155764,NA,635892,NA,NA,635892,25384,12886,52,1695,11191
"8328","new-jersey",2020-05-25,155092,938,155092,NA,623797,NA,NA,623797,25253,12834,15,1690,11144
"8329","new-jersey",2020-05-24,154154,1050,154154,NA,603807,NA,NA,603807,25040,12819,54,1686,11133
"8330","new-jersey",2020-05-23,153104,385,153104,NA,578735,NA,NA,578735,24762,12765,99,1684,11081
"8331","new-jersey",2020-05-22,152719,1247,152719,NA,555314,NA,NA,555314,24491,12666,148,1681,10985
"8332","new-jersey",2020-05-21,151472,1073,151472,NA,544274,NA,NA,544274,24236,12518,102,1675,10843
"8333","new-jersey",2020-05-20,150399,1386,150399,NA,531343,NA,NA,531343,23945,12416,168,1669,10747
"8334","new-jersey",2020-05-19,149013,974,149013,NA,520182,NA,NA,520182,23657,12248,152,1662,10586
"8335","new-jersey",2020-05-18,148039,1705,148039,NA,505569,NA,NA,505569,23496,12096,83,1661,10435
"8336","new-jersey",2020-05-17,146334,1245,146334,NA,487565,NA,NA,487565,23299,12013,110,1657,10356
"8337","new-jersey",2020-05-16,145089,1184,145089,NA,475224,NA,NA,475224,22939,11903,114,1654,10249
"8338","new-jersey",2020-05-15,143905,1201,143905,NA,462972,NA,NA,462972,15642,11789,197,1651,10138
"8339","new-jersey",2020-05-14,142704,1144,142704,NA,451696,NA,NA,451696,15642,11592,252,1646,9946
"8340","new-jersey",2020-05-13,141560,817,141560,NA,441450,NA,NA,441450,15642,11340,202,1638,9702
"8341","new-jersey",2020-05-12,140743,798,140743,NA,433060,NA,NA,433060,15642,11138,212,1630,9508
"8342","new-jersey",2020-05-11,139945,1413,139945,NA,425933,NA,NA,425933,15642,10926,60,1616,9310
"8343","new-jersey",2020-05-10,138532,1447,138532,NA,312447,NA,NA,312447,15642,10866,151,1611,9255
"8344","new-jersey",2020-05-09,137085,1631,137085,NA,305206,NA,NA,305206,15642,10715,177,1599,9116
"8345","new-jersey",2020-05-08,135454,1819,135454,NA,298759,NA,NA,298759,15642,10538,170,1586,8952
"8346","new-jersey",2020-05-07,133635,1745,133635,NA,292658,NA,NA,292658,15642,10368,264,1567,8801
"8347","new-jersey",2020-05-06,131890,1297,131890,NA,288920,NA,NA,288920,15642,10104,321,1555,8549
"8348","new-jersey",2020-05-05,130593,2324,130593,NA,287623,NA,NA,287623,15642,9783,341,1539,8244
"8349","new-jersey",2020-05-04,128269,1525,128269,NA,277220,NA,NA,277220,15642,9442,62,1532,7910
"8350","new-jersey",2020-05-03,126744,3027,126744,NA,275066,NA,NA,275066,15642,9380,155,1509,7871
"8351","new-jersey",2020-05-02,123717,2527,123717,NA,262312,NA,NA,262312,15642,9225,225,1483,7742
"8352","new-jersey",2020-05-01,121190,2538,121190,NA,256545,NA,NA,256545,15642,9000,336,1462,7538
"8353","new-jersey",2020-04-30,118652,2388,118652,NA,247918,NA,NA,247918,15642,8664,480,1436,7228
"8354","new-jersey",2020-04-29,116264,2408,116264,NA,241318,NA,NA,241318,15642,8184,349,1414,6770
"8355","new-jersey",2020-04-28,113856,2668,113856,NA,234359,NA,NA,234359,15642,7835,428,1393,6442
"8356","new-jersey",2020-04-27,111188,2150,111188,NA,227775,NA,NA,227775,NA,7407,139,1363,6044
"8357","new-jersey",2020-04-26,109038,3515,109038,NA,223144,NA,NA,223144,NA,7268,102,1330,5938
"8358","new-jersey",2020-04-25,105523,3327,105523,NA,213686,NA,NA,213686,NA,7166,280,1303,5863
"8359","new-jersey",2020-04-24,102196,2207,102196,NA,205962,NA,NA,205962,NA,6886,279,1269,5617
"8360","new-jersey",2020-04-23,99989,4124,99989,NA,200148,NA,NA,200148,NA,6607,332,1239,5368
"8361","new-jersey",2020-04-22,95865,3478,95865,NA,191659,NA,NA,191659,NA,6275,343,1212,5063
"8362","new-jersey",2020-04-21,92387,3581,92387,NA,184826,NA,NA,184826,NA,5932,414,1179,4753
"8363","new-jersey",2020-04-20,88806,3505,88806,NA,178057,NA,NA,178057,NA,5518,208,1141,4377
"8364","new-jersey",2020-04-19,85301,3881,85301,NA,170688,NA,NA,170688,NA,5310,171,1108,4202
"8365","new-jersey",2020-04-18,81420,2953,81420,NA,162536,NA,NA,162536,NA,5139,286,1069,4070
"8366","new-jersey",2020-04-17,78467,3150,78467,NA,157449,NA,NA,157449,NA,4853,364,1013,3840
"8367","new-jersey",2020-04-16,75317,4287,75317,NA,151830,NA,NA,151830,NA,4489,421,971,3518
"8368","new-jersey",2020-04-15,71030,2206,71030,NA,144021,NA,NA,144021,NA,4068,409,912,3156
"8369","new-jersey",2020-04-14,68824,4240,68824,NA,139774,NA,NA,139774,NA,3659,411,854,2805
"8370","new-jersey",2020-04-13,64584,2734,64584,NA,129469,NA,NA,129469,NA,3248,164,805,2443
"8371","new-jersey",2020-04-12,61850,3699,61850,NA,126735,NA,NA,126735,NA,3084,240,734,2350
"8372","new-jersey",2020-04-11,58151,3563,58151,NA,120193,NA,NA,120193,NA,2844,323,661,2183
"8373","new-jersey",2020-04-10,54588,3561,54588,NA,113523,NA,NA,113523,682,2521,285,589,1932
"8374","new-jersey",2020-04-09,51027,3590,51027,NA,107192,NA,NA,107192,NA,2236,267,536,1700
"8375","new-jersey",2020-04-08,47437,3021,47437,NA,100416,NA,NA,100416,NA,1969,338,465,1504
"8376","new-jersey",2020-04-07,44416,3326,44416,NA,94974,NA,NA,94974,NA,1631,297,399,1232
"8377","new-jersey",2020-04-06,41090,3585,41090,NA,89032,NA,NA,89032,NA,1334,150,331,1003
"8378","new-jersey",2020-04-05,37505,3381,37505,NA,82166,NA,NA,82166,NA,1184,126,267,917
"8379","new-jersey",2020-04-04,34124,4229,34124,NA,75356,NA,NA,75356,NA,1058,242,212,846
"8380","new-jersey",2020-04-03,29895,4305,29895,NA,67503,NA,NA,67503,NA,816,136,170,646
"8381","new-jersey",2020-04-02,25590,3335,25590,NA,59110,NA,NA,59110,NA,680,205,143,537
"8382","new-jersey",2020-04-01,22255,3559,22255,NA,52642,NA,NA,52642,NA,475,111,120,355
"8383","new-mexico",2020-12-10,114731,1781,114731,NA,1692676,NA,NA,1692676,41177,1846,23,NA,NA
"8384","new-mexico",2020-12-09,112950,1748,112950,NA,1671260,NA,NA,1671260,40058,1823,34,NA,NA
"8385","new-mexico",2020-12-08,111202,1255,111202,NA,1669512,NA,NA,1669512,39725,1789,33,NA,NA
"8386","new-mexico",2020-12-07,109947,1859,109947,NA,1660275,NA,NA,1660275,38131,1756,7,NA,NA
"8387","new-mexico",2020-12-06,108088,1232,108088,NA,1647976,NA,NA,1647976,37041,1749,11,NA,NA
"8388","new-mexico",2020-12-05,106856,1921,106856,NA,1634917,NA,NA,1634917,36388,1738,32,NA,NA
"8389","new-mexico",2020-12-04,104935,2073,104935,NA,1620383,NA,NA,1620383,35781,1706,33,NA,NA
"8390","new-mexico",2020-12-03,102862,1899,102862,NA,1604914,NA,NA,1604914,35179,1673,44,NA,NA
"8391","new-mexico",2020-12-02,100963,1544,100963,NA,1592222,NA,NA,1592222,34411,1629,40,NA,NA
"8392","new-mexico",2020-12-01,99419,2324,99419,NA,1579759,NA,NA,1579759,33458,1589,21,NA,NA
"8393","new-mexico",2020-11-30,97095,1678,97095,NA,1558291,NA,NA,1558291,32569,1568,28,NA,NA
"8394","new-mexico",2020-11-29,95417,1435,95417,NA,1547171,NA,NA,1547171,32050,1540,13,NA,NA
"8395","new-mexico",2020-11-28,93982,2130,93982,NA,1536202,NA,NA,1536202,31482,1527,23,NA,NA
"8396","new-mexico",2020-11-27,91852,2056,91852,NA,1521747,NA,NA,1521747,31102,1504,35,NA,NA
"8397","new-mexico",2020-11-26,89796,1694,89796,NA,1504856,NA,NA,1504856,30777,1469,18,NA,NA
"8398","new-mexico",2020-11-25,88102,1855,88102,NA,1487840,NA,NA,1487840,30170,1451,23,NA,NA
"8399","new-mexico",2020-11-24,86247,2099,86247,NA,1477284,NA,NA,1477284,29568,1428,28,NA,NA
"8400","new-mexico",2020-11-23,84148,2252,84148,NA,1464452,NA,NA,1464452,29183,1400,17,NA,NA
"8401","new-mexico",2020-11-22,81896,2456,81896,NA,1454997,NA,NA,1454997,28857,1383,33,NA,NA
"8402","new-mexico",2020-11-21,79440,2342,79440,NA,1444121,NA,NA,1444121,28574,1350,25,NA,NA
"8403","new-mexico",2020-11-20,77098,2982,77098,NA,1433609,NA,NA,1433609,28130,1325,23,NA,NA
"8404","new-mexico",2020-11-19,74116,3665,74116,NA,1420797,NA,NA,1420797,27659,1302,12,NA,NA
"8405","new-mexico",2020-11-18,70451,2892,70451,NA,1409823,NA,NA,1409823,26835,1290,26,NA,NA
"8406","new-mexico",2020-11-17,67559,2105,67559,NA,1398339,NA,NA,1398339,26338,1264,28,NA,NA
"8407","new-mexico",2020-11-16,65454,1253,65454,NA,1386121,NA,NA,1386121,25411,1236,21,NA,NA
"8408","new-mexico",2020-11-15,64201,1030,64201,NA,1372867,NA,NA,1372867,25089,1215,7,NA,NA
"8409","new-mexico",2020-11-14,63171,1165,63171,NA,1360452,NA,NA,1360452,24788,1208,10,NA,NA
"8410","new-mexico",2020-11-13,62006,1230,62006,NA,1348194,NA,NA,1348194,24449,1198,22,NA,NA
"8411","new-mexico",2020-11-12,60776,1742,60776,NA,1330403,NA,NA,1330403,24291,1176,18,NA,NA
"8412","new-mexico",2020-11-11,59034,1487,59034,NA,1317248,NA,NA,1317248,23981,1158,14,NA,NA
"8413","new-mexico",2020-11-10,57547,1258,57547,NA,1281951,NA,NA,1281951,23736,1144,14,NA,NA
"8414","new-mexico",2020-11-09,56289,1408,56289,NA,1269523,NA,NA,1269523,23457,1130,12,NA,NA
"8415","new-mexico",2020-11-08,54881,1210,54881,NA,1262482,NA,NA,1262482,23205,1118,14,NA,NA
"8416","new-mexico",2020-11-07,53671,1277,53671,NA,1250724,NA,NA,1250724,23088,1104,16,NA,NA
"8417","new-mexico",2020-11-06,52394,1284,52394,NA,1238575,NA,NA,1238575,22811,1088,6,NA,NA
"8418","new-mexico",2020-11-05,51110,859,51110,NA,1230205,NA,NA,1230205,22459,1082,23,NA,NA
"8419","new-mexico",2020-11-04,50251,1011,50251,NA,1218805,NA,NA,1218805,22274,1059,14,NA,NA
"8420","new-mexico",2020-11-03,49240,1136,49240,NA,1202347,NA,NA,1202347,21942,1045,9,NA,NA
"8421","new-mexico",2020-11-02,48104,872,48104,NA,1191327,NA,NA,1191327,21758,1036,10,NA,NA
"8422","new-mexico",2020-11-01,47232,742,47232,NA,1182514,NA,NA,1182514,21623,1026,8,NA,NA
"8423","new-mexico",2020-10-31,46490,581,46490,NA,1172720,NA,NA,1172720,21570,1018,11,NA,NA
"8424","new-mexico",2020-10-30,45909,1005,45909,NA,1161887,NA,NA,1161887,21491,1007,13,NA,NA
"8425","new-mexico",2020-10-29,44904,1078,44904,NA,1153185,NA,NA,1153185,21389,994,3,NA,NA
"8426","new-mexico",2020-10-28,43826,657,43826,NA,1141186,NA,NA,1141186,21224,991,11,NA,NA
"8427","new-mexico",2020-10-27,43169,583,43169,NA,1129419,NA,NA,1129419,21063,980,4,NA,NA
"8428","new-mexico",2020-10-26,42586,723,42586,NA,1124922,NA,NA,1124922,20910,976,9,NA,NA
"8429","new-mexico",2020-10-25,41863,823,41863,NA,1118844,NA,NA,1118844,20837,967,2,NA,NA
"8430","new-mexico",2020-10-24,41040,872,41040,NA,1109095,NA,NA,1109095,20765,965,5,NA,NA
"8431","new-mexico",2020-10-23,40168,791,40168,NA,1099484,NA,NA,1099484,20655,960,7,NA,NA
"8432","new-mexico",2020-10-22,39377,662,39377,NA,1089150,NA,NA,1089150,20562,953,3,NA,NA
"8433","new-mexico",2020-10-21,38715,819,38715,NA,1078087,NA,NA,1078087,20332,950,8,NA,NA
"8434","new-mexico",2020-10-20,37896,594,37896,NA,1070481,NA,NA,1070481,20165,942,7,NA,NA
"8435","new-mexico",2020-10-19,37302,514,37302,NA,1061268,NA,NA,1061268,20001,935,1,NA,NA
"8436","new-mexico",2020-10-18,36788,445,36788,NA,1054891,NA,NA,1054891,19894,934,5,NA,NA
"8437","new-mexico",2020-10-17,36343,573,36343,NA,1046727,NA,NA,1046727,19853,929,1,NA,NA
"8438","new-mexico",2020-10-16,35770,812,35770,NA,1035851,NA,NA,1035851,19613,928,6,NA,NA
"8439","new-mexico",2020-10-15,34958,668,34958,NA,1027392,NA,NA,1027392,19457,922,1,NA,NA
"8440","new-mexico",2020-10-14,34290,577,34290,NA,1019029,NA,NA,1019029,19127,921,3,NA,NA
"8441","new-mexico",2020-10-13,33713,351,33713,NA,1011320,NA,NA,1011320,18960,918,3,NA,NA
"8442","new-mexico",2020-10-12,33362,379,33362,NA,1002906,NA,NA,1002906,18791,915,4,NA,NA
"8443","new-mexico",2020-10-11,32983,261,32983,NA,997373,NA,NA,997373,18680,911,4,NA,NA
"8444","new-mexico",2020-10-10,32722,481,32722,NA,989652,NA,NA,989652,18621,907,5,NA,NA
"8445","new-mexico",2020-10-09,32241,485,32241,NA,980053,NA,NA,980053,18335,902,3,NA,NA
"8446","new-mexico",2020-10-08,31756,384,31756,NA,973945,NA,NA,973945,18045,899,3,NA,NA
"8447","new-mexico",2020-10-07,31372,425,31372,NA,965319,NA,NA,965319,17766,896,2,NA,NA
"8448","new-mexico",2020-10-06,30947,315,30947,NA,960934,NA,NA,960934,17489,894,0,NA,NA
"8449","new-mexico",2020-10-05,30632,155,30632,NA,954596,NA,NA,954596,17330,894,2,NA,NA
"8450","new-mexico",2020-10-04,30477,181,30477,NA,947945,NA,NA,947945,17270,892,2,NA,NA
"8451","new-mexico",2020-10-03,30296,296,30296,NA,941512,NA,NA,941512,17210,890,3,NA,NA
"8452","new-mexico",2020-10-02,30000,339,30000,NA,935401,NA,NA,935401,17055,887,5,NA,NA
"8453","new-mexico",2020-10-01,29661,226,29661,NA,928389,NA,NA,928389,16926,882,5,NA,NA
"8454","new-mexico",2020-09-30,29435,278,29435,NA,921009,NA,NA,921009,16671,877,2,NA,NA
"8455","new-mexico",2020-09-29,29157,172,29157,NA,914986,NA,NA,914986,16565,875,2,NA,NA
"8456","new-mexico",2020-09-28,28985,141,28985,NA,909505,NA,NA,909505,16422,873,3,NA,NA
"8457","new-mexico",2020-09-27,28844,152,28844,NA,905329,NA,NA,905329,16301,870,0,NA,NA
"8458","new-mexico",2020-09-26,28692,205,28692,NA,899937,NA,NA,899937,16211,870,5,NA,NA
"8459","new-mexico",2020-09-25,28487,263,28487,NA,893489,NA,NA,893489,16020,865,6,NA,NA
"8460","new-mexico",2020-09-24,28224,237,28224,NA,885373,NA,NA,885373,15825,859,2,NA,NA
"8461","new-mexico",2020-09-23,27987,197,27987,NA,878406,NA,NA,878406,15669,857,3,NA,NA
"8462","new-mexico",2020-09-22,27790,107,27790,NA,872331,NA,NA,872331,15586,854,3,NA,NA
"8463","new-mexico",2020-09-21,27683,104,27683,NA,866683,NA,NA,866683,15518,851,2,NA,NA
"8464","new-mexico",2020-09-20,27579,67,27579,NA,862899,NA,NA,862899,15412,849,2,NA,NA
"8465","new-mexico",2020-09-19,27512,162,27512,NA,857456,NA,NA,857456,15342,847,6,NA,NA
"8466","new-mexico",2020-09-18,27350,151,27350,NA,850963,NA,NA,850963,15256,841,5,NA,NA
"8467","new-mexico",2020-09-17,27199,158,27199,NA,845167,NA,NA,845167,15106,836,4,NA,NA
"8468","new-mexico",2020-09-16,27041,118,27041,NA,837400,NA,NA,837400,14842,832,2,NA,NA
"8469","new-mexico",2020-09-15,26923,81,26923,NA,831995,NA,NA,831995,14634,830,7,NA,NA
"8470","new-mexico",2020-09-14,26842,81,26842,NA,826619,NA,NA,826619,14470,823,0,NA,NA
"8471","new-mexico",2020-09-13,26761,100,26761,NA,823145,NA,NA,823145,14407,823,2,NA,NA
"8472","new-mexico",2020-09-12,26661,98,26661,NA,817270,NA,NA,817270,14396,821,3,NA,NA
"8473","new-mexico",2020-09-11,26563,134,26563,NA,812050,NA,NA,812050,14276,818,2,NA,NA
"8474","new-mexico",2020-09-10,26429,161,26429,NA,806999,NA,NA,806999,14120,816,3,NA,NA
"8475","new-mexico",2020-09-09,26268,87,26268,NA,803101,NA,NA,803101,13928,813,6,NA,NA
"8476","new-mexico",2020-09-08,26181,37,26181,NA,799673,NA,NA,799673,13701,807,0,NA,NA
"8477","new-mexico",2020-09-07,26144,37,26144,NA,795247,NA,NA,795247,13604,807,4,NA,NA
"8478","new-mexico",2020-09-06,26107,59,26107,NA,791836,NA,NA,791836,13530,803,3,NA,NA
"8479","new-mexico",2020-09-05,26048,146,26048,NA,787811,NA,NA,787811,13460,800,6,NA,NA
"8480","new-mexico",2020-09-04,25902,90,25902,NA,782044,NA,NA,782044,13412,794,3,NA,NA
"8481","new-mexico",2020-09-03,25812,200,25812,NA,776796,NA,NA,776796,13283,791,1,NA,NA
"8482","new-mexico",2020-09-02,25612,152,25612,NA,770959,NA,NA,770959,13180,790,3,NA,NA
"8483","new-mexico",2020-09-01,25460,108,25460,NA,765399,NA,NA,765399,13073,787,8,NA,NA
"8484","new-mexico",2020-08-31,25352,69,25352,NA,760874,NA,NA,760874,12960,779,9,NA,NA
"8485","new-mexico",2020-08-30,25283,105,25283,NA,756933,NA,NA,756933,12913,770,1,NA,NA
"8486","new-mexico",2020-08-29,25178,136,25178,NA,752522,NA,NA,752522,12820,769,2,NA,NA
"8487","new-mexico",2020-08-28,25042,122,25042,NA,747277,NA,NA,747277,12679,767,3,NA,NA
"8488","new-mexico",2020-08-27,24920,188,24920,NA,740366,NA,NA,740366,12446,764,9,NA,NA
"8489","new-mexico",2020-08-26,24732,197,24732,NA,734220,NA,NA,734220,12193,755,5,NA,NA
"8490","new-mexico",2020-08-25,24535,66,24535,NA,728627,NA,NA,728627,11909,750,3,NA,NA
"8491","new-mexico",2020-08-24,24469,73,24469,NA,723801,NA,NA,723801,11668,747,2,NA,NA
"8492","new-mexico",2020-08-23,24396,94,24396,NA,719300,NA,NA,719300,11539,745,2,NA,NA
"8493","new-mexico",2020-08-22,24302,207,24302,NA,712321,NA,NA,712321,11458,743,4,NA,NA
"8494","new-mexico",2020-08-21,24095,144,24095,NA,704955,NA,NA,704955,11312,739,5,NA,NA
"8495","new-mexico",2020-08-20,23951,202,23951,NA,694824,NA,NA,694824,11145,734,5,NA,NA
"8496","new-mexico",2020-08-19,23749,170,23749,NA,688495,NA,NA,688495,10976,729,6,NA,NA
"8497","new-mexico",2020-08-18,23579,79,23579,NA,683053,NA,NA,683053,10802,723,5,NA,NA
"8498","new-mexico",2020-08-17,23500,92,23500,NA,677150,NA,NA,677150,10602,718,4,NA,NA
"8499","new-mexico",2020-08-16,23408,106,23408,NA,670573,NA,NA,670573,10481,714,3,NA,NA
"8500","new-mexico",2020-08-15,23302,142,23302,NA,665291,NA,NA,665291,10391,711,8,NA,NA
"8501","new-mexico",2020-08-14,23160,173,23160,NA,659042,NA,NA,659042,10182,703,6,NA,NA
"8502","new-mexico",2020-08-13,22987,171,22987,NA,650491,NA,NA,650491,9980,697,2,NA,NA
"8503","new-mexico",2020-08-12,22816,173,22816,NA,644823,NA,NA,644823,9744,695,2,NA,NA
"8504","new-mexico",2020-08-11,22643,199,22643,NA,640337,NA,NA,640337,9612,693,3,NA,NA
"8505","new-mexico",2020-08-10,22444,129,22444,NA,632997,NA,NA,632997,9428,690,5,NA,NA
"8506","new-mexico",2020-08-09,22315,200,22315,NA,627627,NA,NA,627627,9319,685,4,NA,NA
"8507","new-mexico",2020-08-08,22115,150,22115,NA,620128,NA,NA,620128,9262,681,6,NA,NA
"8508","new-mexico",2020-08-07,21965,192,21965,NA,612854,NA,NA,612854,9166,675,6,NA,NA
"8509","new-mexico",2020-08-06,21773,207,21773,NA,604382,NA,NA,604382,8950,669,2,NA,NA
"8510","new-mexico",2020-08-05,21566,226,21566,NA,597408,NA,NA,597408,8828,667,9,NA,NA
"8511","new-mexico",2020-08-04,21340,210,21340,NA,590825,NA,NA,590825,8685,658,3,NA,NA
"8512","new-mexico",2020-08-03,21130,114,21130,NA,577810,NA,NA,577810,8463,655,1,NA,NA
"8513","new-mexico",2020-08-02,21016,220,21016,NA,574253,NA,NA,574253,8343,654,3,NA,NA
"8514","new-mexico",2020-08-01,20796,196,20796,NA,565886,NA,NA,565886,8286,651,9,NA,NA
"8515","new-mexico",2020-07-31,20600,212,20600,NA,558012,NA,NA,558012,8139,642,7,NA,NA
"8516","new-mexico",2020-07-30,20388,252,20388,NA,551637,NA,NA,551637,8015,635,3,NA,NA
"8517","new-mexico",2020-07-29,20136,345,20136,NA,544611,NA,NA,544611,7817,632,6,NA,NA
"8518","new-mexico",2020-07-28,19791,289,19791,NA,536853,NA,NA,536853,7657,626,7,NA,NA
"8519","new-mexico",2020-07-27,19502,460,19502,NA,528890,NA,NA,528890,7459,619,5,NA,NA
"8520","new-mexico",2020-07-26,19042,254,19042,NA,520718,NA,NA,520718,7349,614,7,NA,NA
"8521","new-mexico",2020-07-25,18788,313,18788,NA,512425,NA,NA,512425,7268,607,6,NA,NA
"8522","new-mexico",2020-07-24,18475,312,18475,NA,505177,NA,NA,505177,7156,601,5,NA,NA
"8523","new-mexico",2020-07-23,18163,335,18163,NA,496985,NA,NA,496985,7056,596,5,NA,NA
"8524","new-mexico",2020-07-22,17828,311,17828,NA,489334,NA,NA,489334,6974,591,3,NA,NA
"8525","new-mexico",2020-07-21,17517,302,17517,NA,481531,NA,NA,481531,6870,588,10,NA,NA
"8526","new-mexico",2020-07-20,17215,244,17215,NA,476497,NA,NA,476497,6814,578,7,NA,NA
"8527","new-mexico",2020-07-19,16971,235,16971,NA,469215,NA,NA,469215,6764,571,2,NA,NA
"8528","new-mexico",2020-07-18,16736,280,16736,NA,460664,NA,NA,460664,6736,569,4,NA,NA
